date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,2618,Taiwan,11963537000,12,2014,
2015-02-01,2618,Taiwan,10754312000,1,2015,
2015-03-01,2618,Taiwan,10863966000,2,2015,
2015-04-01,2618,Taiwan,11756213000,3,2015,
2015-05-01,2618,Taiwan,10750328000,4,2015,
2015-06-01,2618,Taiwan,10924494000,5,2015,
2015-07-01,2618,Taiwan,11011618000,6,2015,
2015-08-01,2618,Taiwan,12801306000,7,2015,
2015-09-01,2618,Taiwan,12297183000,8,2015,
2015-10-01,2618,Taiwan,10915981000,9,2015,
2015-11-01,2618,Taiwan,11753620000,10,2015,
2015-12-01,2618,Taiwan,11261404000,11,2015,
2016-01-01,2618,Taiwan,12078119000,12,2015,
2016-02-01,2618,Taiwan,12035821000,1,2016,
2016-03-01,2618,Taiwan,11101503000,2,2016,
2016-04-01,2618,Taiwan,11768765000,3,2016,
2016-05-01,2618,Taiwan,11305731000,4,2016,
2016-06-01,2618,Taiwan,11154002000,5,2016,
2016-07-01,2618,Taiwan,12008735000,6,2016,
2016-08-01,2618,Taiwan,13846077000,7,2016,
2016-09-01,2618,Taiwan,13155846000,8,2016,
2016-10-01,2618,Taiwan,11885371000,9,2016,
2016-11-01,2618,Taiwan,11466962000,10,2016,
2016-12-01,2618,Taiwan,11763511000,11,2016,
2017-01-01,2618,Taiwan,13187341000,12,2016,
2017-02-01,2618,Taiwan,13498481000,1,2017,
2017-03-01,2618,Taiwan,11252974000,2,2017,
2017-04-01,2618,Taiwan,13313242000,3,2017,
2017-05-01,2618,Taiwan,12667257000,4,2017,
2017-06-01,2618,Taiwan,13094609000,5,2017,
2017-07-01,2618,Taiwan,14438716000,6,2017,
2017-08-01,2618,Taiwan,14724625000,7,2017,
2017-09-01,2618,Taiwan,15500216000,8,2017,
2017-10-01,2618,Taiwan,12941580000,9,2017,
2017-11-01,2618,Taiwan,13901245000,10,2017,
2017-12-01,2618,Taiwan,13270918000,11,2017,
2018-01-01,2618,Taiwan,14957868000,12,2017,
2018-02-01,2618,Taiwan,14704050000,1,2018,
2018-03-01,2618,Taiwan,12974841000,2,2018,
2018-04-01,2618,Taiwan,15199431000,3,2018,
2018-05-01,2618,Taiwan,14103464000,4,2018,
2018-06-01,2618,Taiwan,14367671000,5,2018,
2018-07-01,2618,Taiwan,16083615000,6,2018,
2018-08-01,2618,Taiwan,16520164000,7,2018,
2018-09-01,2618,Taiwan,16325269000,8,2018,
2018-10-01,2618,Taiwan,14533616000,9,2018,
2018-11-01,2618,Taiwan,14797468000,10,2018,
2018-12-01,2618,Taiwan,14734180000,11,2018,
2019-01-01,2618,Taiwan,15563560000,12,2018,
2019-02-01,2618,Taiwan,15974709000,1,2019,
2019-03-01,2618,Taiwan,13540049000,2,2019,
2019-04-01,2618,Taiwan,14797969000,3,2019,
2019-05-01,2618,Taiwan,15637518000,4,2019,
2019-06-01,2618,Taiwan,14943809000,5,2019,
2019-07-01,2618,Taiwan,13283505000,6,2019,
2019-08-01,2618,Taiwan,14401262000,7,2019,
2019-09-01,2618,Taiwan,16831957000,8,2019,
2019-10-01,2618,Taiwan,14294854000,9,2019,
2019-11-01,2618,Taiwan,15374504000,10,2019,
2019-12-01,2618,Taiwan,15975810000,11,2019,
2020-01-01,2618,Taiwan,16219312000,12,2019,
2020-02-01,2618,Taiwan,14593152000,1,2020,
2020-03-01,2618,Taiwan,8853867000,2,2020,
2020-04-01,2618,Taiwan,6786079000,3,2020,
2020-05-01,2618,Taiwan,5889579000,4,2020,
2020-06-01,2618,Taiwan,7257234000,5,2020,
2020-07-01,2618,Taiwan,6142119000,6,2020,
2020-08-01,2618,Taiwan,6191888000,7,2020,
2020-09-01,2618,Taiwan,6282755000,8,2020,
2020-10-01,2618,Taiwan,5928342000,9,2020,
2020-11-01,2618,Taiwan,6598385000,10,2020,
2020-12-01,2618,Taiwan,7303282000,11,2020,
2021-01-01,2618,Taiwan,7222094000,12,2020,
2021-02-01,2618,Taiwan,6698039000,1,2021,
2021-03-01,2618,Taiwan,5804301000,2,2021,
2021-04-01,2618,Taiwan,7176470000,3,2021,
2021-05-01,2618,Taiwan,8062232000,4,2021,
2021-06-01,2618,Taiwan,8394857000,5,2021,
2021-07-01,2618,Taiwan,7705869000,6,2021,
2021-08-01,2618,Taiwan,8318797000,7,2021,
2021-09-01,2618,Taiwan,8977385000,8,2021,
2021-10-01,2618,Taiwan,8517886000,9,2021,
2021-11-01,2618,Taiwan,10371565000,10,2021,
2021-12-01,2618,Taiwan,11473726000,11,2021,
2022-01-01,2618,Taiwan,12371275000,12,2021,
2022-02-01,2618,Taiwan,10654527000,1,2022,
2022-03-01,2618,Taiwan,8689605000,2,2022,
2022-04-01,2618,Taiwan,10746314000,3,2022,
2022-05-01,2618,Taiwan,11009595000,4,2022,
2022-06-01,2618,Taiwan,11255851000,5,2022,
2022-07-01,2618,Taiwan,11065937000,6,2022,
2022-08-01,2618,Taiwan,11866739000,7,2022,
2022-09-01,2618,Taiwan,12014621000,8,2022,
2022-10-01,2618,Taiwan,11323698000,9,2022,
2022-11-01,2618,Taiwan,11956731000,10,2022,
2022-12-01,2618,Taiwan,12806201000,11,2022,
2023-01-01,2618,Taiwan,14678800000,12,2022,
2023-02-01,2618,Taiwan,15179020000,1,2023,
2023-03-01,2618,Taiwan,12883116000,2,2023,
2023-04-01,2618,Taiwan,16363636000,3,2023,
2023-05-01,2618,Taiwan,15211083000,4,2023,
2023-06-01,2618,Taiwan,15761791000,5,2023,
2023-07-01,2618,Taiwan,17636392000,6,2023,
2023-08-01,2618,Taiwan,18691487000,7,2023,
2023-09-01,2618,Taiwan,18170876000,8,2023,
2023-10-01,2618,Taiwan,16400974000,9,2023,
2023-11-01,2618,Taiwan,17525306000,10,2023,
2023-12-01,2618,Taiwan,17789661000,11,2023,
2024-01-01,2618,Taiwan,18742882000,12,2023,
2024-02-01,2618,Taiwan,17631214000,1,2024,
2024-03-01,2618,Taiwan,16564515000,2,2024,
2024-04-01,2618,Taiwan,17719732000,3,2024,
2024-05-01,2618,Taiwan,17869727000,4,2024,
2024-06-01,2618,Taiwan,18085582000,5,2024,
2024-07-01,2618,Taiwan,19418582000,6,2024,
2024-08-01,2618,Taiwan,19875395000,7,2024,
2024-09-01,2618,Taiwan,19926957000,8,2024,
2024-10-01,2618,Taiwan,17357692000,9,2024,
2024-11-01,2618,Taiwan,18236042000,10,2024,
2024-12-01,2618,Taiwan,18269952000,11,2024,
2025-01-01,2618,Taiwan,20053638000,12,2024,
2025-02-01,2618,Taiwan,20045167000,1,2025,
2025-03-01,2618,Taiwan,16674983000,2,2025,
2025-04-01,2618,Taiwan,18224008000,3,2025,
2025-05-01,2618,Taiwan,18478245000,4,2025,
2025-06-01,2618,Taiwan,18286172000,5,2025,
2025-07-01,2618,Taiwan,18542817000,6,2025,
2025-08-01,2618,Taiwan,18492913000,7,2025,
2025-09-01,2618,Taiwan,18325120000,8,2025,
2025-10-01,2618,Taiwan,15617260000,9,2025,
2025-11-01,2618,Taiwan,18904000000,10,2025,
2025-12-01,2618,Taiwan,18481751000,11,2025,
