date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,5871,Taiwan,2983842000,12,2014,
2015-02-01,5871,Taiwan,2995508000,1,2015,
2015-03-01,5871,Taiwan,2796757000,2,2015,
2015-04-01,5871,Taiwan,2710784000,3,2015,
2015-05-01,5871,Taiwan,2949121000,4,2015,
2015-06-01,5871,Taiwan,2978556000,5,2015,
2015-07-01,5871,Taiwan,3164583000,6,2015,
2015-08-01,5871,Taiwan,3008928000,7,2015,
2015-09-01,5871,Taiwan,3118251000,8,2015,
2015-10-01,5871,Taiwan,3186493000,9,2015,
2015-11-01,5871,Taiwan,2922208000,10,2015,
2015-12-01,5871,Taiwan,3245095000,11,2015,
2016-01-01,5871,Taiwan,3751696000,12,2015,
2016-02-01,5871,Taiwan,3126422000,1,2016,
2016-03-01,5871,Taiwan,2630473000,2,2016,
2016-04-01,5871,Taiwan,3014705000,3,2016,
2016-05-01,5871,Taiwan,2963769000,4,2016,
2016-06-01,5871,Taiwan,3344779000,5,2016,
2016-07-01,5871,Taiwan,3250364000,6,2016,
2016-08-01,5871,Taiwan,3204509000,7,2016,
2016-09-01,5871,Taiwan,3336224000,8,2016,
2016-10-01,5871,Taiwan,3101954000,9,2016,
2016-11-01,5871,Taiwan,3120869000,10,2016,
2016-12-01,5871,Taiwan,3360684000,11,2016,
2017-01-01,5871,Taiwan,3553024000,12,2016,
2017-02-01,5871,Taiwan,3250169000,1,2017,
2017-03-01,5871,Taiwan,2765078000,2,2017,
2017-04-01,5871,Taiwan,3355804000,3,2017,
2017-05-01,5871,Taiwan,3108965000,4,2017,
2017-06-01,5871,Taiwan,3356261000,5,2017,
2017-07-01,5871,Taiwan,3390908000,6,2017,
2017-08-01,5871,Taiwan,3347392000,7,2017,
2017-09-01,5871,Taiwan,3554860000,8,2017,
2017-10-01,5871,Taiwan,3683261000,9,2017,
2017-11-01,5871,Taiwan,3602499000,10,2017,
2017-12-01,5871,Taiwan,4000748000,11,2017,
2018-01-01,5871,Taiwan,4038754000,12,2017,
2018-02-01,5871,Taiwan,3914570000,1,2018,
2018-03-01,5871,Taiwan,3572705000,2,2018,
2018-04-01,5871,Taiwan,4051129000,3,2018,
2018-05-01,5871,Taiwan,4190820000,4,2018,
2018-06-01,5871,Taiwan,4408015000,5,2018,
2018-07-01,5871,Taiwan,4164564000,6,2018,
2018-08-01,5871,Taiwan,4254342000,7,2018,
2018-09-01,5871,Taiwan,4213581000,8,2018,
2018-10-01,5871,Taiwan,4208807000,9,2018,
2018-11-01,5871,Taiwan,4413131000,10,2018,
2018-12-01,5871,Taiwan,4454471000,11,2018,
2019-01-01,5871,Taiwan,4626455000,12,2018,
2019-02-01,5871,Taiwan,4508661000,1,2019,
2019-03-01,5871,Taiwan,3682943000,2,2019,
2019-04-01,5871,Taiwan,4704121000,3,2019,
2019-05-01,5871,Taiwan,4587632000,4,2019,
2019-06-01,5871,Taiwan,5129151000,5,2019,
2019-07-01,5871,Taiwan,4857094000,6,2019,
2019-08-01,5871,Taiwan,5043384000,7,2019,
2019-09-01,5871,Taiwan,5118161000,8,2019,
2019-10-01,5871,Taiwan,5123190000,9,2019,
2019-11-01,5871,Taiwan,5121112000,10,2019,
2019-12-01,5871,Taiwan,5328761000,11,2019,
2020-01-01,5871,Taiwan,5928022000,12,2019,
2020-02-01,5871,Taiwan,4698781000,1,2020,
2020-03-01,5871,Taiwan,4449447000,2,2020,
2020-04-01,5871,Taiwan,4794289000,3,2020,
2020-05-01,5871,Taiwan,4649401000,4,2020,
2020-06-01,5871,Taiwan,4887681000,5,2020,
2020-07-01,5871,Taiwan,4761838000,6,2020,
2020-08-01,5871,Taiwan,5022954000,7,2020,
2020-09-01,5871,Taiwan,5090631000,8,2020,
2020-10-01,5871,Taiwan,5244699000,9,2020,
2020-11-01,5871,Taiwan,5171035000,10,2020,
2020-12-01,5871,Taiwan,5264522000,11,2020,
2021-01-01,5871,Taiwan,5442481000,12,2020,
2021-02-01,5871,Taiwan,5576642000,1,2021,
2021-03-01,5871,Taiwan,5241236000,2,2021,
2021-04-01,5871,Taiwan,5941144000,3,2021,
2021-05-01,5871,Taiwan,5784845000,4,2021,
2021-06-01,5871,Taiwan,5927575000,5,2021,
2021-07-01,5871,Taiwan,5986697000,6,2021,
2021-08-01,5871,Taiwan,6037563000,7,2021,
2021-09-01,5871,Taiwan,6154446000,8,2021,
2021-10-01,5871,Taiwan,6118855000,9,2021,
2021-11-01,5871,Taiwan,6289000000,10,2021,
2021-12-01,5871,Taiwan,6414190000,11,2021,
2022-01-01,5871,Taiwan,6687361000,12,2021,
2022-02-01,5871,Taiwan,6511733000,1,2022,
2022-03-01,5871,Taiwan,6098541000,2,2022,
2022-04-01,5871,Taiwan,7315771000,3,2022,
2022-05-01,5871,Taiwan,6891709000,4,2022,
2022-06-01,5871,Taiwan,7133132000,5,2022,
2022-07-01,5871,Taiwan,7142046000,6,2022,
