date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,2404,Taiwan,973032000,12,2014,
2015-02-01,2404,Taiwan,905221000,1,2015,
2015-03-01,2404,Taiwan,1018488000,2,2015,
2015-04-01,2404,Taiwan,603803000,3,2015,
2015-05-01,2404,Taiwan,1005142000,4,2015,
2015-06-01,2404,Taiwan,1106602000,5,2015,
2015-07-01,2404,Taiwan,1139304000,6,2015,
2015-08-01,2404,Taiwan,1085206000,7,2015,
2015-09-01,2404,Taiwan,1092426000,8,2015,
2015-10-01,2404,Taiwan,1014982000,9,2015,
2015-11-01,2404,Taiwan,946189000,10,2015,
2015-12-01,2404,Taiwan,1053296000,11,2015,
2016-01-01,2404,Taiwan,1447283000,12,2015,
2016-02-01,2404,Taiwan,1456554000,1,2016,
2016-03-01,2404,Taiwan,1259633000,2,2016,
2016-04-01,2404,Taiwan,1329081000,3,2016,
2016-05-01,2404,Taiwan,1502725000,4,2016,
2016-06-01,2404,Taiwan,1479935000,5,2016,
2016-07-01,2404,Taiwan,1244518000,6,2016,
2016-08-01,2404,Taiwan,991735000,7,2016,
2016-09-01,2404,Taiwan,1063865000,8,2016,
2016-10-01,2404,Taiwan,1146805000,9,2016,
2016-11-01,2404,Taiwan,919449000,10,2016,
2016-12-01,2404,Taiwan,1351699000,11,2016,
2017-01-01,2404,Taiwan,1680851000,12,2016,
2017-02-01,2404,Taiwan,1488756000,1,2017,
2017-03-01,2404,Taiwan,956482000,2,2017,
2017-04-01,2404,Taiwan,948796000,3,2017,
2017-05-01,2404,Taiwan,1339524000,4,2017,
2017-06-01,2404,Taiwan,1213227000,5,2017,
2017-07-01,2404,Taiwan,1096481000,6,2017,
2017-08-01,2404,Taiwan,1078142000,7,2017,
2017-09-01,2404,Taiwan,929270000,8,2017,
2017-10-01,2404,Taiwan,870463000,9,2017,
2017-11-01,2404,Taiwan,695549000,10,2017,
2017-12-01,2404,Taiwan,1216053000,11,2017,
2018-01-01,2404,Taiwan,693176000,12,2017,
2018-02-01,2404,Taiwan,1180574000,1,2018,
