date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,2303,Taiwan,12204351000,12,2014,
2015-02-01,2303,Taiwan,12883284000,1,2015,
2015-03-01,2303,Taiwan,12056194000,2,2015,
2015-04-01,2303,Taiwan,12710166000,3,2015,
2015-05-01,2303,Taiwan,13020513000,4,2015,
2015-06-01,2303,Taiwan,12931054000,5,2015,
2015-07-01,2303,Taiwan,12059987000,6,2015,
2015-08-01,2303,Taiwan,12703929000,7,2015,
2015-09-01,2303,Taiwan,12190856000,8,2015,
2015-10-01,2303,Taiwan,10425056000,9,2015,
2015-11-01,2303,Taiwan,12059010000,10,2015,
2015-12-01,2303,Taiwan,11117338000,11,2015,
2016-01-01,2303,Taiwan,10673034000,12,2015,
2016-02-01,2303,Taiwan,12006857000,1,2016,
2016-03-01,2303,Taiwan,9478048000,2,2016,
2016-04-01,2303,Taiwan,12919174000,3,2016,
2016-05-01,2303,Taiwan,10764403000,4,2016,
2016-06-01,2303,Taiwan,12705227000,5,2016,
2016-07-01,2303,Taiwan,13526887000,6,2016,
2016-08-01,2303,Taiwan,12495406000,7,2016,
2016-09-01,2303,Taiwan,12933096000,8,2016,
2016-10-01,2303,Taiwan,12735087000,9,2016,
2016-11-01,2303,Taiwan,12833243000,10,2016,
2016-12-01,2303,Taiwan,12914936000,11,2016,
2017-01-01,2303,Taiwan,12557760000,12,2016,
2017-02-01,2303,Taiwan,12651900000,1,2017,
2017-03-01,2303,Taiwan,12014861000,2,2017,
2017-04-01,2303,Taiwan,12751189000,3,2017,
2017-05-01,2303,Taiwan,11926270000,4,2017,
2017-06-01,2303,Taiwan,12512276000,5,2017,
2017-07-01,2303,Taiwan,13099335000,6,2017,
2017-08-01,2303,Taiwan,12788087000,7,2017,
2017-09-01,2303,Taiwan,13045093000,8,2017,
2017-10-01,2303,Taiwan,11865021000,9,2017,
2017-11-01,2303,Taiwan,13808274000,10,2017,
2017-12-01,2303,Taiwan,12154717000,11,2017,
2018-01-01,2303,Taiwan,10667683000,12,2017,
2018-02-01,2303,Taiwan,13175662000,1,2018,
2018-03-01,2303,Taiwan,11909283000,2,2018,
2018-04-01,2303,Taiwan,12412192000,3,2018,
2018-05-01,2303,Taiwan,12411996000,4,2018,
2018-06-01,2303,Taiwan,13075480000,5,2018,
2018-07-01,2303,Taiwan,13364101000,6,2018,
2018-08-01,2303,Taiwan,14349944000,7,2018,
2018-09-01,2303,Taiwan,13180907000,8,2018,
2018-10-01,2303,Taiwan,11855805000,9,2018,
2018-11-01,2303,Taiwan,12577408000,10,2018,
2018-12-01,2303,Taiwan,11554518000,11,2018,
2019-01-01,2303,Taiwan,11385275000,12,2018,
2019-02-01,2303,Taiwan,11795477000,1,2019,
2019-03-01,2303,Taiwan,10461743000,2,2019,
2019-04-01,2303,Taiwan,10325739000,3,2019,
2019-05-01,2303,Taiwan,12082275000,4,2019,
2019-06-01,2303,Taiwan,12242267000,5,2019,
2019-07-01,2303,Taiwan,11706642000,6,2019,
2019-08-01,2303,Taiwan,13728148000,7,2019,
2019-09-01,2303,Taiwan,13184069000,8,2019,
2019-10-01,2303,Taiwan,10826223000,9,2019,
2019-11-01,2303,Taiwan,14587122000,10,2019,
2019-12-01,2303,Taiwan,13891904000,11,2019,
2020-01-01,2303,Taiwan,13370032000,12,2019,
2020-02-01,2303,Taiwan,14091018000,1,2020,
2020-03-01,2303,Taiwan,13606421000,2,2020,
2020-04-01,2303,Taiwan,14570408000,3,2020,
2020-05-01,2303,Taiwan,15059189000,4,2020,
2020-06-01,2303,Taiwan,14745577000,5,2020,
2020-07-01,2303,Taiwan,14581494000,6,2020,
2020-08-01,2303,Taiwan,15494823000,7,2020,
2020-09-01,2303,Taiwan,14841818000,8,2020,
2020-10-01,2303,Taiwan,14533813000,9,2020,
2020-11-01,2303,Taiwan,15282825000,10,2020,
2020-12-01,2303,Taiwan,14725559000,11,2020,
2021-01-01,2303,Taiwan,15287969000,12,2020,
2021-02-01,2303,Taiwan,15529559000,1,2021,
2021-03-01,2303,Taiwan,14947898000,2,2021,
2021-04-01,2303,Taiwan,16619555000,3,2021,
2021-05-01,2303,Taiwan,16382058000,4,2021,
2021-06-01,2303,Taiwan,17189070000,5,2021,
2021-07-01,2303,Taiwan,17336613000,6,2021,
2021-08-01,2303,Taiwan,18366122000,7,2021,
2021-09-01,2303,Taiwan,18789991000,8,2021,
2021-10-01,2303,Taiwan,18750564000,9,2021,
2021-11-01,2303,Taiwan,19158585000,10,2021,
2021-12-01,2303,Taiwan,19661423000,11,2021,
2022-01-01,2303,Taiwan,20279580000,12,2021,
2022-02-01,2303,Taiwan,20472766000,1,2022,
2022-03-01,2303,Taiwan,20809602000,2,2022,
2022-04-01,2303,Taiwan,22140452000,3,2022,
2022-05-01,2303,Taiwan,22796461000,4,2022,
2022-06-01,2303,Taiwan,24433030000,5,2022,
2022-07-01,2303,Taiwan,24825649000,6,2022,
2022-08-01,2303,Taiwan,24826685000,7,2022,
2022-09-01,2303,Taiwan,25346076000,8,2022,
2022-10-01,2303,Taiwan,25218828000,9,2022,
2022-11-01,2303,Taiwan,24344264000,10,2022,
2022-12-01,2303,Taiwan,22545442000,11,2022,
2023-01-01,2303,Taiwan,20946009000,12,2022,
2023-02-01,2303,Taiwan,19589515000,1,2023,
2023-03-01,2303,Taiwan,16931079000,2,2023,
2023-04-01,2303,Taiwan,17688853000,3,2023,
2023-05-01,2303,Taiwan,18461436000,4,2023,
2023-06-01,2303,Taiwan,18778488000,5,2023,
2023-07-01,2303,Taiwan,19056484000,6,2023,
2023-08-01,2303,Taiwan,19063918000,7,2023,
2023-09-01,2303,Taiwan,18952011000,8,2023,
2023-10-01,2303,Taiwan,19052938000,9,2023,
2023-11-01,2303,Taiwan,19191382000,10,2023,
2023-12-01,2303,Taiwan,18787670000,11,2023,
2024-01-01,2303,Taiwan,16979226000,12,2023,
2024-02-01,2303,Taiwan,19013697000,1,2024,
2024-03-01,2303,Taiwan,17451268000,2,2024,
2024-04-01,2303,Taiwan,18167134000,3,2024,
2024-05-01,2303,Taiwan,19741391000,4,2024,
2024-06-01,2303,Taiwan,19509486000,5,2024,
2024-07-01,2303,Taiwan,17548413000,6,2024,
2024-08-01,2303,Taiwan,20896877000,7,2024,
2024-09-01,2303,Taiwan,20645494000,8,2024,
2024-10-01,2303,Taiwan,18942714000,9,2024,
2024-11-01,2303,Taiwan,21371110000,10,2024,
2024-12-01,2303,Taiwan,20049182000,11,2024,
2025-01-01,2303,Taiwan,18965818000,12,2024,
2025-02-01,2303,Taiwan,19806795000,1,2025,
2025-03-01,2303,Taiwan,18193515000,2,2025,
2025-04-01,2303,Taiwan,19858647000,3,2025,
2025-05-01,2303,Taiwan,20454530000,4,2025,
2025-06-01,2303,Taiwan,19480057000,5,2025,
2025-07-01,2303,Taiwan,18823070000,6,2025,
2025-08-01,2303,Taiwan,20040049000,7,2025,
2025-09-01,2303,Taiwan,19159816000,8,2025,
2025-10-01,2303,Taiwan,19927175000,9,2025,
2025-11-01,2303,Taiwan,21294974000,10,2025,
2025-12-01,2303,Taiwan,21233847000,11,2025,
