date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,6505,Taiwan,54414752000,12,2014,
2015-02-01,6505,Taiwan,49559651000,1,2015,
2015-03-01,6505,Taiwan,51006218000,2,2015,
2015-04-01,6505,Taiwan,54468687000,3,2015,
2015-05-01,6505,Taiwan,54953926000,4,2015,
2015-06-01,6505,Taiwan,66017906000,5,2015,
2015-07-01,6505,Taiwan,63003809000,6,2015,
2015-08-01,6505,Taiwan,47781323000,7,2015,
2015-09-01,6505,Taiwan,46314992000,8,2015,
2015-10-01,6505,Taiwan,46111054000,9,2015,
2015-11-01,6505,Taiwan,53568775000,10,2015,
2015-12-01,6505,Taiwan,47354085000,11,2015,
2016-01-01,6505,Taiwan,49373427000,12,2015,
2016-02-01,6505,Taiwan,42055793000,1,2016,
2016-03-01,6505,Taiwan,39826235000,2,2016,
2016-04-01,6505,Taiwan,42589650000,3,2016,
2016-05-01,6505,Taiwan,42696639000,4,2016,
2016-06-01,6505,Taiwan,49440708000,5,2016,
2016-07-01,6505,Taiwan,48814647000,6,2016,
2016-08-01,6505,Taiwan,45882712000,7,2016,
2016-09-01,6505,Taiwan,41696972000,8,2016,
2016-10-01,6505,Taiwan,40871545000,9,2016,
2016-11-01,6505,Taiwan,48114908000,10,2016,
2016-12-01,6505,Taiwan,47800956000,11,2016,
2017-01-01,6505,Taiwan,56370648000,12,2016,
2017-02-01,6505,Taiwan,60553907000,1,2017,
2017-03-01,6505,Taiwan,53140401000,2,2017,
2017-04-01,6505,Taiwan,50791682000,3,2017,
2017-05-01,6505,Taiwan,42273723000,4,2017,
2017-06-01,6505,Taiwan,50388317000,5,2017,
2017-07-01,6505,Taiwan,46255292000,6,2017,
2017-08-01,6505,Taiwan,47903190000,7,2017,
2017-09-01,6505,Taiwan,53421263000,8,2017,
2017-10-01,6505,Taiwan,52133874000,9,2017,
2017-11-01,6505,Taiwan,52409772000,10,2017,
2017-12-01,6505,Taiwan,54418165000,11,2017,
2018-01-01,6505,Taiwan,60418306000,12,2017,
2018-02-01,6505,Taiwan,69424133000,1,2018,
2018-03-01,6505,Taiwan,58617104000,2,2018,
2018-04-01,6505,Taiwan,54035713000,3,2018,
2018-05-01,6505,Taiwan,59178326000,4,2018,
2018-06-01,6505,Taiwan,66256804000,5,2018,
2018-07-01,6505,Taiwan,66892410000,6,2018,
2018-08-01,6505,Taiwan,62720871000,7,2018,
2018-09-01,6505,Taiwan,69869513000,8,2018,
2018-10-01,6505,Taiwan,68528682000,9,2018,
2018-11-01,6505,Taiwan,68259615000,10,2018,
2018-12-01,6505,Taiwan,64018918000,11,2018,
2019-01-01,6505,Taiwan,59744629000,12,2018,
2019-02-01,6505,Taiwan,61842192000,1,2019,
2019-03-01,6505,Taiwan,52428849000,2,2019,
2019-04-01,6505,Taiwan,54845592000,3,2019,
2019-05-01,6505,Taiwan,52533769000,4,2019,
2019-06-01,6505,Taiwan,58243339000,5,2019,
2019-07-01,6505,Taiwan,55346103000,6,2019,
2019-08-01,6505,Taiwan,57066367000,7,2019,
2019-09-01,6505,Taiwan,53480947000,8,2019,
2019-10-01,6505,Taiwan,49464674000,9,2019,
2019-11-01,6505,Taiwan,51596141000,10,2019,
2019-12-01,6505,Taiwan,46305696000,11,2019,
