date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,3008,Taiwan,5753797000,12,2014,
2015-02-01,3008,Taiwan,4033585000,1,2015,
2015-03-01,3008,Taiwan,2616460000,2,2015,
2015-04-01,3008,Taiwan,3924801000,3,2015,
2015-05-01,3008,Taiwan,4274234000,4,2015,
2015-06-01,3008,Taiwan,4418746000,5,2015,
2015-07-01,3008,Taiwan,5106817000,6,2015,
2015-08-01,3008,Taiwan,5254758000,7,2015,
2015-09-01,3008,Taiwan,5304477000,8,2015,
2015-10-01,3008,Taiwan,5515693000,9,2015,
2015-11-01,3008,Taiwan,5768715000,10,2015,
2015-12-01,3008,Taiwan,5707198000,11,2015,
2016-01-01,3008,Taiwan,3979066000,12,2015,
2016-02-01,3008,Taiwan,3226870000,1,2016,
2016-03-01,3008,Taiwan,2037852000,2,2016,
2016-04-01,3008,Taiwan,3024165000,3,2016,
2016-05-01,3008,Taiwan,3104880000,4,2016,
2016-06-01,3008,Taiwan,3362799000,5,2016,
2016-07-01,3008,Taiwan,3594460000,6,2016,
2016-08-01,3008,Taiwan,4590727000,7,2016,
2016-09-01,3008,Taiwan,4820546000,8,2016,
2016-10-01,3008,Taiwan,4953553000,9,2016,
2016-11-01,3008,Taiwan,5073032000,10,2016,
2016-12-01,3008,Taiwan,5207690000,11,2016,
2017-01-01,3008,Taiwan,5446139000,12,2016,
2017-02-01,3008,Taiwan,3803960000,1,2017,
2017-03-01,3008,Taiwan,3453275000,2,2017,
2017-04-01,3008,Taiwan,3629400000,3,2017,
2017-05-01,3008,Taiwan,3690380000,4,2017,
2017-06-01,3008,Taiwan,3757029000,5,2017,
2017-07-01,3008,Taiwan,3858612000,6,2017,
2017-08-01,3008,Taiwan,4440774000,7,2017,
2017-09-01,3008,Taiwan,5011083000,8,2017,
2017-10-01,3008,Taiwan,5442490000,9,2017,
2017-11-01,3008,Taiwan,5613579000,10,2017,
2017-12-01,3008,Taiwan,5616124000,11,2017,
2018-01-01,3008,Taiwan,4878109000,12,2017,
2018-02-01,3008,Taiwan,3509761000,1,2018,
2018-03-01,3008,Taiwan,2217329000,2,2018,
2018-04-01,3008,Taiwan,3142741000,3,2018,
2018-05-01,3008,Taiwan,3467234000,4,2018,
2018-06-01,3008,Taiwan,4319223000,5,2018,
2018-07-01,3008,Taiwan,4507713000,6,2018,
2018-08-01,3008,Taiwan,5329052000,7,2018,
2018-09-01,3008,Taiwan,5507054000,8,2018,
2018-10-01,3008,Taiwan,5517581000,9,2018,
2018-11-01,3008,Taiwan,5210468000,10,2018,
2018-12-01,3008,Taiwan,4007828000,11,2018,
2019-01-01,3008,Taiwan,3226615000,12,2018,
2019-02-01,3008,Taiwan,3346531000,1,2019,
2019-03-01,3008,Taiwan,2532450000,2,2019,
2019-04-01,3008,Taiwan,3925899000,3,2019,
2019-05-01,3008,Taiwan,5008700000,4,2019,
2019-06-01,3008,Taiwan,5026964000,5,2019,
2019-07-01,3008,Taiwan,4075854000,6,2019,
2019-08-01,3008,Taiwan,5473225000,7,2019,
2019-09-01,3008,Taiwan,6476246000,8,2019,
2019-10-01,3008,Taiwan,6595863000,9,2019,
2019-11-01,3008,Taiwan,6625612000,10,2019,
2019-12-01,3008,Taiwan,6655996000,11,2019,
2020-01-01,3008,Taiwan,5099378000,12,2019,
2020-02-01,3008,Taiwan,4110169000,1,2020,
2020-03-01,3008,Taiwan,3672912000,2,2020,
2020-04-01,3008,Taiwan,5444235000,3,2020,
2020-05-01,3008,Taiwan,4683100000,4,2020,
2020-06-01,3008,Taiwan,3866021000,5,2020,
2020-07-01,3008,Taiwan,4136186000,6,2020,
2020-08-01,3008,Taiwan,4612265000,7,2020,
2020-09-01,3008,Taiwan,5024595000,8,2020,
2020-10-01,3008,Taiwan,5124654000,9,2020,
2020-11-01,3008,Taiwan,5137815000,10,2020,
2020-12-01,3008,Taiwan,5243639000,11,2020,
2021-01-01,3008,Taiwan,4910911000,12,2020,
2021-02-01,3008,Taiwan,4607376000,1,2021,
2021-03-01,3008,Taiwan,3212644000,2,2021,
2021-04-01,3008,Taiwan,4010541000,3,2021,
2021-05-01,3008,Taiwan,3398663000,4,2021,
2021-06-01,3008,Taiwan,3358902000,5,2021,
2021-07-01,3008,Taiwan,3370651000,6,2021,
2021-08-01,3008,Taiwan,3803311000,7,2021,
2021-09-01,3008,Taiwan,4011935000,8,2021,
2021-10-01,3008,Taiwan,4172183000,9,2021,
2021-11-01,3008,Taiwan,4203117000,10,2021,
2021-12-01,3008,Taiwan,4351997000,11,2021,
2022-01-01,3008,Taiwan,4502016000,12,2021,
2022-02-01,3008,Taiwan,3729465000,1,2022,
2022-03-01,3008,Taiwan,2608555000,2,2022,
2022-04-01,3008,Taiwan,3756153000,3,2022,
2022-05-01,3008,Taiwan,3127928000,4,2022,
2022-06-01,3008,Taiwan,3147587000,5,2022,
2022-07-01,3008,Taiwan,3393175000,6,2022,
2022-08-01,3008,Taiwan,3885328000,7,2022,
2022-09-01,3008,Taiwan,4441781000,8,2022,
2022-10-01,3008,Taiwan,5102922000,9,2022,
2022-11-01,3008,Taiwan,5212690000,10,2022,
2022-12-01,3008,Taiwan,5230674000,11,2022,
2023-01-01,3008,Taiwan,4015226000,12,2022,
2023-02-01,3008,Taiwan,3262688000,1,2023,
2023-03-01,3008,Taiwan,2565337000,2,2023,
2023-04-01,3008,Taiwan,3308723000,3,2023,
2023-05-01,3008,Taiwan,2870180000,4,2023,
2023-06-01,3008,Taiwan,2626962000,5,2023,
2023-07-01,3008,Taiwan,2696196000,6,2023,
2023-08-01,3008,Taiwan,3489070000,7,2023,
2023-09-01,3008,Taiwan,4545358000,8,2023,
2023-10-01,3008,Taiwan,5572471000,9,2023,
2023-11-01,3008,Taiwan,6326443000,10,2023,
2023-12-01,3008,Taiwan,6790134000,11,2023,
2024-01-01,3008,Taiwan,4781361000,12,2023,
2024-02-01,3008,Taiwan,4467116000,1,2024,
2024-03-01,3008,Taiwan,3387453000,2,2024,
2024-04-01,3008,Taiwan,3451376000,3,2024,
2024-05-01,3008,Taiwan,3457630000,4,2024,
2024-06-01,3008,Taiwan,3486264000,5,2024,
2024-07-01,3008,Taiwan,4041287000,6,2024,
2024-08-01,3008,Taiwan,5434779000,7,2024,
2024-09-01,3008,Taiwan,7018386000,8,2024,
2024-10-01,3008,Taiwan,6523997000,9,2024,
2024-11-01,3008,Taiwan,6546847000,10,2024,
2024-12-01,3008,Taiwan,6012336000,11,2024,
2025-01-01,3008,Taiwan,5636008000,12,2024,
2025-02-01,3008,Taiwan,4947585000,1,2025,
2025-03-01,3008,Taiwan,4734719000,2,2025,
2025-04-01,3008,Taiwan,4892942000,3,2025,
2025-05-01,3008,Taiwan,4374813000,4,2025,
2025-06-01,3008,Taiwan,3238222000,5,2025,
2025-07-01,3008,Taiwan,4145868000,6,2025,
2025-08-01,3008,Taiwan,5413207000,7,2025,
2025-09-01,3008,Taiwan,5968004000,8,2025,
2025-10-01,3008,Taiwan,6235248000,9,2025,
2025-11-01,3008,Taiwan,6260810000,10,2025,
2025-12-01,3008,Taiwan,5302915000,11,2025,
