date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,2887,Taiwan,-11048227000,12,2014,
2015-02-01,2887,Taiwan,3401181000,1,2015,
2015-03-01,2887,Taiwan,2925918000,2,2015,
2015-04-01,2887,Taiwan,3628680000,3,2015,
2015-05-01,2887,Taiwan,3125494000,4,2015,
2015-06-01,2887,Taiwan,3194578000,5,2015,
2015-07-01,2887,Taiwan,3233601000,6,2015,
2015-08-01,2887,Taiwan,3295035000,7,2015,
2015-09-01,2887,Taiwan,2702612000,8,2015,
2015-10-01,2887,Taiwan,2991226000,9,2015,
2015-11-01,2887,Taiwan,2977690000,10,2015,
2015-12-01,2887,Taiwan,3033547000,11,2015,
2016-01-01,2887,Taiwan,2960020000,12,2015,
2016-02-01,2887,Taiwan,3634985000,1,2016,
2016-03-01,2887,Taiwan,2682429000,2,2016,
2016-04-01,2887,Taiwan,3100259000,3,2016,
2016-05-01,2887,Taiwan,2589103000,4,2016,
2016-06-01,2887,Taiwan,3230971000,5,2016,
2016-07-01,2887,Taiwan,3295248000,6,2016,
2016-08-01,2887,Taiwan,3366647000,7,2016,
2016-09-01,2887,Taiwan,3184709000,8,2016,
2016-10-01,2887,Taiwan,2643755000,9,2016,
2016-11-01,2887,Taiwan,2826798000,10,2016,
2016-12-01,2887,Taiwan,2869616000,11,2016,
2017-01-01,2887,Taiwan,2780036000,12,2016,
2017-02-01,2887,Taiwan,2911168000,1,2017,
2017-03-01,2887,Taiwan,2722944000,2,2017,
2017-04-01,2887,Taiwan,3170643000,3,2017,
2017-05-01,2887,Taiwan,2825045000,4,2017,
2017-06-01,2887,Taiwan,3142682000,5,2017,
2017-07-01,2887,Taiwan,3311791000,6,2017,
2017-08-01,2887,Taiwan,3587190000,7,2017,
2017-09-01,2887,Taiwan,3365222000,8,2017,
2017-10-01,2887,Taiwan,3253186000,9,2017,
2017-11-01,2887,Taiwan,3223693000,10,2017,
2017-12-01,2887,Taiwan,3215575000,11,2017,
2018-01-01,2887,Taiwan,3137425000,12,2017,
2018-02-01,2887,Taiwan,3878154000,1,2018,
2018-03-01,2887,Taiwan,2855979000,2,2018,
2018-04-01,2887,Taiwan,3376107000,3,2018,
2018-05-01,2887,Taiwan,3333455000,4,2018,
2018-06-01,2887,Taiwan,3689195000,5,2018,
2018-07-01,2887,Taiwan,3451032000,6,2018,
2018-08-01,2887,Taiwan,3694248000,7,2018,
2018-09-01,2887,Taiwan,3658571000,8,2018,
2018-10-01,2887,Taiwan,2983153000,9,2018,
2018-11-01,2887,Taiwan,2942568000,10,2018,
2018-12-01,2887,Taiwan,3116821000,11,2018,
2019-01-01,2887,Taiwan,2822395000,12,2018,
2019-02-01,2887,Taiwan,4296339000,1,2019,
2019-03-01,2887,Taiwan,3107058000,2,2019,
2019-04-01,2887,Taiwan,3672876000,3,2019,
2019-05-01,2887,Taiwan,3517536000,4,2019,
2019-06-01,2887,Taiwan,3572007000,5,2019,
2019-07-01,2887,Taiwan,3707208000,6,2019,
2019-08-01,2887,Taiwan,4079738000,7,2019,
2019-09-01,2887,Taiwan,3667468000,8,2019,
2019-10-01,2887,Taiwan,3407359000,9,2019,
2019-11-01,2887,Taiwan,3696258000,10,2019,
2019-12-01,2887,Taiwan,3467081000,11,2019,
2020-01-01,2887,Taiwan,3509096000,12,2019,
2020-02-01,2887,Taiwan,4017351000,1,2020,
2020-03-01,2887,Taiwan,3562607000,2,2020,
2020-04-01,2887,Taiwan,2393636000,3,2020,
2020-05-01,2887,Taiwan,3971006000,4,2020,
2020-06-01,2887,Taiwan,3726091000,5,2020,
2020-07-01,2887,Taiwan,4022070000,6,2020,
2020-08-01,2887,Taiwan,4135030000,7,2020,
2020-09-01,2887,Taiwan,3877158000,8,2020,
2020-10-01,2887,Taiwan,3951064000,9,2020,
2020-11-01,2887,Taiwan,3444225000,10,2020,
2020-12-01,2887,Taiwan,3480128000,11,2020,
2021-01-01,2887,Taiwan,3415961000,12,2020,
2021-02-01,2887,Taiwan,4155560000,1,2021,
2021-03-01,2887,Taiwan,3671725000,2,2021,
2021-04-01,2887,Taiwan,4208164000,3,2021,
2021-05-01,2887,Taiwan,4090025000,4,2021,
2021-06-01,2887,Taiwan,3305515000,5,2021,
2021-07-01,2887,Taiwan,8641213000,6,2021,
2021-08-01,2887,Taiwan,6315799000,7,2021,
2021-09-01,2887,Taiwan,7024343000,8,2021,
2021-10-01,2887,Taiwan,5935607000,9,2021,
2021-11-01,2887,Taiwan,5148350000,10,2021,
2021-12-01,2887,Taiwan,5977289000,11,2021,
2022-01-01,2887,Taiwan,5397317000,12,2021,
2022-02-01,2887,Taiwan,5989244000,1,2022,
