date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,3702,Taiwan,39573794000,12,2014,
2015-02-01,3702,Taiwan,40940161000,1,2015,
2015-03-01,3702,Taiwan,26751435000,2,2015,
2015-04-01,3702,Taiwan,40322409000,3,2015,
2015-05-01,3702,Taiwan,40908950000,4,2015,
2015-06-01,3702,Taiwan,41472983000,5,2015,
2015-07-01,3702,Taiwan,42083714000,6,2015,
2015-08-01,3702,Taiwan,42869016000,7,2015,
2015-09-01,3702,Taiwan,46211144000,8,2015,
2015-10-01,3702,Taiwan,51414109000,9,2015,
2015-11-01,3702,Taiwan,46639286000,10,2015,
2015-12-01,3702,Taiwan,48041597000,11,2015,
2016-01-01,3702,Taiwan,47943893000,12,2015,
2016-02-01,3702,Taiwan,45948035000,1,2016,
2016-03-01,3702,Taiwan,30819787000,2,2016,
2016-04-01,3702,Taiwan,44760655000,3,2016,
2016-05-01,3702,Taiwan,43180250000,4,2016,
2016-06-01,3702,Taiwan,45233003000,5,2016,
2016-07-01,3702,Taiwan,45837325000,6,2016,
2016-08-01,3702,Taiwan,43821114000,7,2016,
2016-09-01,3702,Taiwan,46985406000,8,2016,
2016-10-01,3702,Taiwan,50965399000,9,2016,
2016-11-01,3702,Taiwan,44293807000,10,2016,
2016-12-01,3702,Taiwan,47427144000,11,2016,
2017-01-01,3702,Taiwan,47592190000,12,2016,
2017-02-01,3702,Taiwan,36020839000,1,2017,
2017-03-01,3702,Taiwan,36923677000,2,2017,
2017-04-01,3702,Taiwan,46155210000,3,2017,
2017-05-01,3702,Taiwan,41368539000,4,2017,
2017-06-01,3702,Taiwan,42493080000,5,2017,
2017-07-01,3702,Taiwan,44420332000,6,2017,
2017-08-01,3702,Taiwan,45894752000,7,2017,
2017-09-01,3702,Taiwan,49514739000,8,2017,
2017-10-01,3702,Taiwan,51257022000,9,2017,
2017-11-01,3702,Taiwan,45532770000,10,2017,
2017-12-01,3702,Taiwan,49277819000,11,2017,
2018-01-01,3702,Taiwan,43602221000,12,2017,
2018-02-01,3702,Taiwan,45277687000,1,2018,
2018-03-01,3702,Taiwan,30851863000,2,2018,
2018-04-01,3702,Taiwan,47279765000,3,2018,
2018-05-01,3702,Taiwan,46552431000,4,2018,
