date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,2207,Taiwan,13934603000,12,2014,
2015-02-01,2207,Taiwan,16575398000,1,2015,
2015-03-01,2207,Taiwan,11379738000,2,2015,
2015-04-01,2207,Taiwan,15521128000,3,2015,
2015-05-01,2207,Taiwan,12526689000,4,2015,
2015-06-01,2207,Taiwan,13565457000,5,2015,
2015-07-01,2207,Taiwan,15942265000,6,2015,
2015-08-01,2207,Taiwan,15575363000,7,2015,
2015-09-01,2207,Taiwan,8142542000,8,2015,
2015-10-01,2207,Taiwan,9783882000,9,2015,
2015-11-01,2207,Taiwan,14394617000,10,2015,
2015-12-01,2207,Taiwan,14648718000,11,2015,
2016-01-01,2207,Taiwan,12541210000,12,2015,
2016-02-01,2207,Taiwan,17377974000,1,2016,
2016-03-01,2207,Taiwan,9318545000,2,2016,
2016-04-01,2207,Taiwan,13480395000,3,2016,
2016-05-01,2207,Taiwan,16509466000,4,2016,
2016-06-01,2207,Taiwan,13557331000,5,2016,
2016-07-01,2207,Taiwan,17226896000,6,2016,
2016-08-01,2207,Taiwan,16577484000,7,2016,
2016-09-01,2207,Taiwan,10960810000,8,2016,
2016-10-01,2207,Taiwan,11974568000,9,2016,
2016-11-01,2207,Taiwan,16492154000,10,2016,
2016-12-01,2207,Taiwan,15565287000,11,2016,
2017-01-01,2207,Taiwan,13539350000,12,2016,
2017-02-01,2207,Taiwan,18476452000,1,2017,
2017-03-01,2207,Taiwan,12880807000,2,2017,
2017-04-01,2207,Taiwan,15734332000,3,2017,
2017-05-01,2207,Taiwan,13674732000,4,2017,
2017-06-01,2207,Taiwan,12980915000,5,2017,
2017-07-01,2207,Taiwan,16078126000,6,2017,
2017-08-01,2207,Taiwan,15553608000,7,2017,
2017-09-01,2207,Taiwan,12068435000,8,2017,
2017-10-01,2207,Taiwan,11745754000,9,2017,
2017-11-01,2207,Taiwan,15380645000,10,2017,
2017-12-01,2207,Taiwan,17012905000,11,2017,
2018-01-01,2207,Taiwan,15774416000,12,2017,
2018-02-01,2207,Taiwan,17433137000,1,2018,
2018-03-01,2207,Taiwan,11611313000,2,2018,
2018-04-01,2207,Taiwan,17386410000,3,2018,
2018-05-01,2207,Taiwan,14139052000,4,2018,
2018-06-01,2207,Taiwan,16919108000,5,2018,
2018-07-01,2207,Taiwan,16370397000,6,2018,
2018-08-01,2207,Taiwan,16976457000,7,2018,
2018-09-01,2207,Taiwan,13511389000,8,2018,
2018-10-01,2207,Taiwan,11820625000,9,2018,
2018-11-01,2207,Taiwan,15956070000,10,2018,
2018-12-01,2207,Taiwan,16520650000,11,2018,
2019-01-01,2207,Taiwan,15912136000,12,2018,
2019-02-01,2207,Taiwan,17207809000,1,2019,
2019-03-01,2207,Taiwan,9332395000,2,2019,
2019-04-01,2207,Taiwan,15908022000,3,2019,
2019-05-01,2207,Taiwan,19485398000,4,2019,
2019-06-01,2207,Taiwan,18007617000,5,2019,
2019-07-01,2207,Taiwan,17834356000,6,2019,
2019-08-01,2207,Taiwan,21258922000,7,2019,
2019-09-01,2207,Taiwan,14327801000,8,2019,
2019-10-01,2207,Taiwan,17547711000,9,2019,
2019-11-01,2207,Taiwan,19544582000,10,2019,
2019-12-01,2207,Taiwan,21470096000,11,2019,
2020-01-01,2207,Taiwan,18461308000,12,2019,
2020-02-01,2207,Taiwan,21382644000,1,2020,
2020-03-01,2207,Taiwan,15802623000,2,2020,
2020-04-01,2207,Taiwan,19331974000,3,2020,
2020-05-01,2207,Taiwan,18597939000,4,2020,
2020-06-01,2207,Taiwan,16857619000,5,2020,
2020-07-01,2207,Taiwan,20715699000,6,2020,
2020-08-01,2207,Taiwan,23157675000,7,2020,
2020-09-01,2207,Taiwan,14479821000,8,2020,
2020-10-01,2207,Taiwan,18314502000,9,2020,
2020-11-01,2207,Taiwan,20399524000,10,2020,
2020-12-01,2207,Taiwan,20960133000,11,2020,
2021-01-01,2207,Taiwan,18727327000,12,2020,
2021-02-01,2207,Taiwan,26648234000,1,2021,
2021-03-01,2207,Taiwan,16592680000,2,2021,
2021-04-01,2207,Taiwan,22342701000,3,2021,
