date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,4958,Taiwan,8044632000,12,2014,
2015-02-01,4958,Taiwan,8240600000,1,2015,
2015-03-01,4958,Taiwan,3894669000,2,2015,
2015-04-01,4958,Taiwan,5670274000,3,2015,
2015-05-01,4958,Taiwan,6383715000,4,2015,
2015-06-01,4958,Taiwan,6411975000,5,2015,
2015-07-01,4958,Taiwan,5856384000,6,2015,
2015-08-01,4958,Taiwan,6100285000,7,2015,
2015-09-01,4958,Taiwan,7275227000,8,2015,
2015-10-01,4958,Taiwan,9218858000,9,2015,
2015-11-01,4958,Taiwan,11296035000,10,2015,
2015-12-01,4958,Taiwan,9846839000,11,2015,
2016-01-01,4958,Taiwan,5831478000,12,2015,
2016-02-01,4958,Taiwan,6231678000,1,2016,
2016-03-01,4958,Taiwan,3668656000,2,2016,
2016-04-01,4958,Taiwan,5492917000,3,2016,
2016-05-01,4958,Taiwan,5128172000,4,2016,
2016-06-01,4958,Taiwan,4927452000,5,2016,
2016-07-01,4958,Taiwan,5470328000,6,2016,
2016-08-01,4958,Taiwan,5846632000,7,2016,
2016-09-01,4958,Taiwan,7131911000,8,2016,
2016-10-01,4958,Taiwan,8926983000,9,2016,
2016-11-01,4958,Taiwan,11059063000,10,2016,
2016-12-01,4958,Taiwan,9584461000,11,2016,
2017-01-01,4958,Taiwan,8625836000,12,2016,
2017-02-01,4958,Taiwan,7282455000,1,2017,
2017-03-01,4958,Taiwan,4991062000,2,2017,
2017-04-01,4958,Taiwan,5230356000,3,2017,
2017-05-01,4958,Taiwan,4627922000,4,2017,
2017-06-01,4958,Taiwan,4716205000,5,2017,
2017-07-01,4958,Taiwan,6408083000,6,2017,
2017-08-01,4958,Taiwan,8064508000,7,2017,
2017-09-01,4958,Taiwan,10477316000,8,2017,
2017-10-01,4958,Taiwan,12909386000,9,2017,
2017-11-01,4958,Taiwan,13193890000,10,2017,
2017-12-01,4958,Taiwan,14903489000,11,2017,
2018-01-01,4958,Taiwan,16007549000,12,2017,
2018-02-01,4958,Taiwan,12103091000,1,2018,
2018-03-01,4958,Taiwan,5112743000,2,2018,
2018-04-01,4958,Taiwan,5499549000,3,2018,
2018-05-01,4958,Taiwan,5875154000,4,2018,
2018-06-01,4958,Taiwan,6784466000,5,2018,
2018-07-01,4958,Taiwan,8050480000,6,2018,
2018-08-01,4958,Taiwan,10105671000,7,2018,
2018-09-01,4958,Taiwan,12128890000,8,2018,
2018-10-01,4958,Taiwan,13428020000,9,2018,
2018-11-01,4958,Taiwan,15038197000,10,2018,
2018-12-01,4958,Taiwan,14914727000,11,2018,
2019-01-01,4958,Taiwan,9444661000,12,2018,
2019-02-01,4958,Taiwan,7501687000,1,2019,
2019-03-01,4958,Taiwan,4609806000,2,2019,
2019-04-01,4958,Taiwan,7315096000,3,2019,
2019-05-01,4958,Taiwan,7236608000,4,2019,
2019-06-01,4958,Taiwan,7499215000,5,2019,
2019-07-01,4958,Taiwan,8329935000,6,2019,
2019-08-01,4958,Taiwan,9374845000,7,2019,
2019-09-01,4958,Taiwan,11817279000,8,2019,
2019-10-01,4958,Taiwan,14410565000,9,2019,
2019-11-01,4958,Taiwan,16531249000,10,2019,
2019-12-01,4958,Taiwan,14318391000,11,2019,
2020-01-01,4958,Taiwan,11279142000,12,2019,
2020-02-01,4958,Taiwan,6697116000,1,2020,
2020-03-01,4958,Taiwan,2557606000,2,2020,
2020-04-01,4958,Taiwan,8257716000,3,2020,
2020-05-01,4958,Taiwan,9788515000,4,2020,
2020-06-01,4958,Taiwan,8094909000,5,2020,
2020-07-01,4958,Taiwan,8606645000,6,2020,
2020-08-01,4958,Taiwan,10192953000,7,2020,
2020-09-01,4958,Taiwan,10310043000,8,2020,
2020-10-01,4958,Taiwan,11573909000,9,2020,
2020-11-01,4958,Taiwan,15192751000,10,2020,
2020-12-01,4958,Taiwan,20962073000,11,2020,
2021-01-01,4958,Taiwan,19035664000,12,2020,
2021-02-01,4958,Taiwan,10322997000,1,2021,
2021-03-01,4958,Taiwan,7557147000,2,2021,
2021-04-01,4958,Taiwan,9294292000,3,2021,
2021-05-01,4958,Taiwan,9548950000,4,2021,
2021-06-01,4958,Taiwan,9932908000,5,2021,
2021-07-01,4958,Taiwan,10302627000,6,2021,
2021-08-01,4958,Taiwan,11650576000,7,2021,
2021-09-01,4958,Taiwan,14520646000,8,2021,
2021-10-01,4958,Taiwan,15451207000,9,2021,
2021-11-01,4958,Taiwan,16318128000,10,2021,
2021-12-01,4958,Taiwan,19355766000,11,2021,
2022-01-01,4958,Taiwan,20768090000,12,2021,
2022-02-01,4958,Taiwan,10453197000,1,2022,
2022-03-01,4958,Taiwan,9939510000,2,2022,
2022-04-01,4958,Taiwan,13522533000,3,2022,
2022-05-01,4958,Taiwan,10340112000,4,2022,
2022-06-01,4958,Taiwan,11554770000,5,2022,
2022-07-01,4958,Taiwan,12639433000,6,2022,
2022-08-01,4958,Taiwan,13193571000,7,2022,
2022-09-01,4958,Taiwan,16539190000,8,2022,
2022-10-01,4958,Taiwan,20271953000,9,2022,
2022-11-01,4958,Taiwan,21189999000,10,2022,
2022-12-01,4958,Taiwan,15021355000,11,2022,
2023-01-01,4958,Taiwan,16690872000,12,2022,
2023-02-01,4958,Taiwan,12484281000,1,2023,
2023-03-01,4958,Taiwan,9943890000,2,2023,
2023-04-01,4958,Taiwan,9116982000,3,2023,
2023-05-01,4958,Taiwan,7139512000,4,2023,
2023-06-01,4958,Taiwan,8270851000,5,2023,
2023-07-01,4958,Taiwan,8126728000,6,2023,
2023-08-01,4958,Taiwan,10308174000,7,2023,
2023-09-01,4958,Taiwan,13785190000,8,2023,
2023-10-01,4958,Taiwan,17826102000,9,2023,
2023-11-01,4958,Taiwan,20873714000,10,2023,
2023-12-01,4958,Taiwan,18839767000,11,2023,
2024-01-01,4958,Taiwan,14842173000,12,2023,
2024-02-01,4958,Taiwan,12774631000,1,2024,
2024-03-01,4958,Taiwan,8642371000,2,2024,
2024-04-01,4958,Taiwan,11093313000,3,2024,
2024-05-01,4958,Taiwan,11057398000,4,2024,
2024-06-01,4958,Taiwan,10639324000,5,2024,
2024-07-01,4958,Taiwan,10714552000,6,2024,
2024-08-01,4958,Taiwan,13458297000,7,2024,
2024-09-01,4958,Taiwan,17813950000,8,2024,
2024-10-01,4958,Taiwan,19336751000,9,2024,
2024-11-01,4958,Taiwan,20952920000,10,2024,
2024-12-01,4958,Taiwan,19434045000,11,2024,
2025-01-01,4958,Taiwan,15746293000,12,2024,
2025-02-01,4958,Taiwan,13469283000,1,2025,
2025-03-01,4958,Taiwan,12204459000,2,2025,
2025-04-01,4958,Taiwan,14408131000,3,2025,
2025-05-01,4958,Taiwan,13589057000,4,2025,
2025-06-01,4958,Taiwan,11791323000,5,2025,
2025-07-01,4958,Taiwan,12823095000,6,2025,
2025-08-01,4958,Taiwan,13352388000,7,2025,
2025-09-01,4958,Taiwan,14651388000,8,2025,
2025-10-01,4958,Taiwan,19362393000,9,2025,
2025-11-01,4958,Taiwan,19428012000,10,2025,
2025-12-01,4958,Taiwan,18120795000,11,2025,
