date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,1503,Taiwan,1881993000,12,2014,
2015-02-01,1503,Taiwan,1909829000,1,2015,
2015-03-01,1503,Taiwan,1196248000,2,2015,
2015-04-01,1503,Taiwan,1653886000,3,2015,
2015-05-01,1503,Taiwan,1584840000,4,2015,
2015-06-01,1503,Taiwan,1743093000,5,2015,
2015-07-01,1503,Taiwan,1630266000,6,2015,
2015-08-01,1503,Taiwan,1651656000,7,2015,
2015-09-01,1503,Taiwan,1696478000,8,2015,
2015-10-01,1503,Taiwan,1705998000,9,2015,
2015-11-01,1503,Taiwan,1711246000,10,2015,
2015-12-01,1503,Taiwan,1477451000,11,2015,
2016-01-01,1503,Taiwan,2012414000,12,2015,
2016-02-01,1503,Taiwan,1824324000,1,2016,
2016-03-01,1503,Taiwan,1317803000,2,2016,
2016-04-01,1503,Taiwan,1784182000,3,2016,
2016-05-01,1503,Taiwan,1685582000,4,2016,
2016-06-01,1503,Taiwan,1728761000,5,2016,
2016-07-01,1503,Taiwan,1909756000,6,2016,
2016-08-01,1503,Taiwan,1779884000,7,2016,
2016-09-01,1503,Taiwan,1930185000,8,2016,
2016-10-01,1503,Taiwan,1589436000,9,2016,
2016-11-01,1503,Taiwan,1745714000,10,2016,
2016-12-01,1503,Taiwan,1967825000,11,2016,
2017-01-01,1503,Taiwan,2145683000,12,2016,
2017-02-01,1503,Taiwan,1722035000,1,2017,
2017-03-01,1503,Taiwan,1526990000,2,2017,
2017-04-01,1503,Taiwan,1862396000,3,2017,
2017-05-01,1503,Taiwan,1703743000,4,2017,
2017-06-01,1503,Taiwan,1799183000,5,2017,
2017-07-01,1503,Taiwan,2044828000,6,2017,
2017-08-01,1503,Taiwan,1733671000,7,2017,
2017-09-01,1503,Taiwan,1919985000,8,2017,
2017-10-01,1503,Taiwan,1920479000,9,2017,
2017-11-01,1503,Taiwan,1971122000,10,2017,
2017-12-01,1503,Taiwan,1802085000,11,2017,
2018-01-01,1503,Taiwan,2233060000,12,2017,
2018-02-01,1503,Taiwan,2156908000,1,2018,
2018-03-01,1503,Taiwan,1567752000,2,2018,
2018-04-01,1503,Taiwan,2049965000,3,2018,
