date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2015-01-01,3036,Taiwan,10121694000,12,2014,
2015-02-01,3036,Taiwan,11137445000,1,2015,
2015-03-01,3036,Taiwan,7235161000,2,2015,
2015-04-01,3036,Taiwan,10165156000,3,2015,
2015-05-01,3036,Taiwan,10007977000,4,2015,
2015-06-01,3036,Taiwan,9402254000,5,2015,
2015-07-01,3036,Taiwan,9345436000,6,2015,
2015-08-01,3036,Taiwan,9305814000,7,2015,
2015-09-01,3036,Taiwan,9111071000,8,2015,
2015-10-01,3036,Taiwan,10312329000,9,2015,
2015-11-01,3036,Taiwan,9075435000,10,2015,
2015-12-01,3036,Taiwan,8942414000,11,2015,
2016-01-01,3036,Taiwan,9557703000,12,2015,
2016-02-01,3036,Taiwan,10283979000,1,2016,
2016-03-01,3036,Taiwan,7045231000,2,2016,
2016-04-01,3036,Taiwan,9899840000,3,2016,
2016-05-01,3036,Taiwan,9479171000,4,2016,
2016-06-01,3036,Taiwan,10150743000,5,2016,
2016-07-01,3036,Taiwan,10511199000,6,2016,
2016-08-01,3036,Taiwan,11311785000,7,2016,
2016-09-01,3036,Taiwan,14295818000,8,2016,
2016-10-01,3036,Taiwan,15717656000,9,2016,
2016-11-01,3036,Taiwan,14935650000,10,2016,
2016-12-01,3036,Taiwan,15539300000,11,2016,
2017-01-01,3036,Taiwan,14977090000,12,2016,
2017-02-01,3036,Taiwan,13683907000,1,2017,
2017-03-01,3036,Taiwan,11117918000,2,2017,
2017-04-01,3036,Taiwan,13576434000,3,2017,
2017-05-01,3036,Taiwan,12979401000,4,2017,
2017-06-01,3036,Taiwan,13206387000,5,2017,
2017-07-01,3036,Taiwan,14177844000,6,2017,
2017-08-01,3036,Taiwan,15767209000,7,2017,
2017-09-01,3036,Taiwan,16982711000,8,2017,
2017-10-01,3036,Taiwan,18083017000,9,2017,
2017-11-01,3036,Taiwan,19122933000,10,2017,
2017-12-01,3036,Taiwan,20401241000,11,2017,
2018-01-01,3036,Taiwan,20320233000,12,2017,
2018-02-01,3036,Taiwan,20825982000,1,2018,
2018-03-01,3036,Taiwan,11071180000,2,2018,
2018-04-01,3036,Taiwan,17737839000,3,2018,
2018-05-01,3036,Taiwan,16765946000,4,2018,
2018-06-01,3036,Taiwan,18221932000,5,2018,
2018-07-01,3036,Taiwan,18260576000,6,2018,
2018-08-01,3036,Taiwan,18839336000,7,2018,
2018-09-01,3036,Taiwan,30890551000,8,2018,
2018-10-01,3036,Taiwan,35040619000,9,2018,
2018-11-01,3036,Taiwan,31632249000,10,2018,
2018-12-01,3036,Taiwan,31422889000,11,2018,
2019-01-01,3036,Taiwan,22707386000,12,2018,
2019-02-01,3036,Taiwan,26182710000,1,2019,
2019-03-01,3036,Taiwan,18647002000,2,2019,
2019-04-01,3036,Taiwan,22644495000,3,2019,
2019-05-01,3036,Taiwan,24649113000,4,2019,
2019-06-01,3036,Taiwan,25348882000,5,2019,
2019-07-01,3036,Taiwan,24750004000,6,2019,
2019-08-01,3036,Taiwan,30244072000,7,2019,
2019-09-01,3036,Taiwan,31166267000,8,2019,
2019-10-01,3036,Taiwan,34780390000,9,2019,
2019-11-01,3036,Taiwan,36441369000,10,2019,
2019-12-01,3036,Taiwan,33372527000,11,2019,
2020-01-01,3036,Taiwan,26960320000,12,2019,
2020-02-01,3036,Taiwan,24737890000,1,2020,
2020-03-01,3036,Taiwan,17367081000,2,2020,
2020-04-01,3036,Taiwan,35370688000,3,2020,
2020-05-01,3036,Taiwan,27879410000,4,2020,
2020-06-01,3036,Taiwan,23084468000,5,2020,
2020-07-01,3036,Taiwan,23760308000,6,2020,
2020-08-01,3036,Taiwan,28050163000,7,2020,
2020-09-01,3036,Taiwan,27435829000,8,2020,
2020-10-01,3036,Taiwan,36376047000,9,2020,
2020-11-01,3036,Taiwan,34693002000,10,2020,
2020-12-01,3036,Taiwan,39085713000,11,2020,
2021-01-01,3036,Taiwan,35311596000,12,2020,
2021-02-01,3036,Taiwan,37531203000,1,2021,
2021-03-01,3036,Taiwan,26333814000,2,2021,
2021-04-01,3036,Taiwan,33781360000,3,2021,
2021-05-01,3036,Taiwan,35794148000,4,2021,
2021-06-01,3036,Taiwan,33061931000,5,2021,
2021-07-01,3036,Taiwan,33240310000,6,2021,
2021-08-01,3036,Taiwan,36346555000,7,2021,
2021-09-01,3036,Taiwan,40457022000,8,2021,
2021-10-01,3036,Taiwan,42301092000,9,2021,
2021-11-01,3036,Taiwan,36792688000,10,2021,
2021-12-01,3036,Taiwan,47004427000,11,2021,
2022-01-01,3036,Taiwan,45251566000,12,2021,
2022-02-01,3036,Taiwan,48248004000,1,2022,
2022-03-01,3036,Taiwan,32503720000,2,2022,
2022-04-01,3036,Taiwan,47191335000,3,2022,
2022-05-01,3036,Taiwan,44346839000,4,2022,
2022-06-01,3036,Taiwan,42341754000,5,2022,
2022-07-01,3036,Taiwan,43432131000,6,2022,
2022-08-01,3036,Taiwan,46816263000,7,2022,
2022-09-01,3036,Taiwan,45134755000,8,2022,
2022-10-01,3036,Taiwan,63717778000,9,2022,
