date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2018-05-01,3711,Taiwan,0,4,2018,
2018-06-01,3711,Taiwan,30981596000,5,2018,
2018-07-01,3711,Taiwan,31033826000,6,2018,
2018-08-01,3711,Taiwan,32736056000,7,2018,
2018-09-01,3711,Taiwan,35585341000,8,2018,
2018-10-01,3711,Taiwan,39275883000,9,2018,
2018-11-01,3711,Taiwan,39138605000,10,2018,
2018-12-01,3711,Taiwan,37945671000,11,2018,
2019-01-01,3711,Taiwan,36944079000,12,2018,
2019-02-01,3711,Taiwan,33055773000,1,2019,
2019-03-01,3711,Taiwan,26239644000,2,2019,
2019-04-01,3711,Taiwan,29566029000,3,2019,
2019-05-01,3711,Taiwan,29051464000,4,2019,
2019-06-01,3711,Taiwan,30118129000,5,2019,
2019-07-01,3711,Taiwan,31571316000,6,2019,
2019-08-01,3711,Taiwan,36376356000,7,2019,
2019-09-01,3711,Taiwan,40039028000,8,2019,
2019-10-01,3711,Taiwan,41141924000,9,2019,
2019-11-01,3711,Taiwan,38784584000,10,2019,
2019-12-01,3711,Taiwan,38456363000,11,2019,
2020-01-01,3711,Taiwan,38781574000,12,2019,
2020-02-01,3711,Taiwan,31337455000,1,2020,
2020-03-01,3711,Taiwan,28135554000,2,2020,
2020-04-01,3711,Taiwan,37884146000,3,2020,
2020-05-01,3711,Taiwan,35303249000,4,2020,
2020-06-01,3711,Taiwan,35788001000,5,2020,
2020-07-01,3711,Taiwan,36457523000,6,2020,
2020-08-01,3711,Taiwan,37325504000,7,2020,
2020-09-01,3711,Taiwan,41944147000,8,2020,
2020-10-01,3711,Taiwan,43925748000,9,2020,
2020-11-01,3711,Taiwan,47914576000,10,2020,
2020-12-01,3711,Taiwan,50664618000,11,2020,
2021-01-01,3711,Taiwan,50298189000,12,2020,
2021-02-01,3711,Taiwan,40847914000,1,2021,
2021-03-01,3711,Taiwan,36620343000,2,2021,
2021-04-01,3711,Taiwan,42001527000,3,2021,
2021-05-01,3711,Taiwan,41333449000,4,2021,
2021-06-01,3711,Taiwan,42267016000,5,2021,
2021-07-01,3711,Taiwan,43325882000,6,2021,
2021-08-01,3711,Taiwan,46479676000,7,2021,
2021-09-01,3711,Taiwan,50449730000,8,2021,
2021-10-01,3711,Taiwan,53735410000,9,2021,
2021-11-01,3711,Taiwan,52748353000,10,2021,
2021-12-01,3711,Taiwan,60522891000,11,2021,
2022-01-01,3711,Taiwan,59664942000,12,2021,
2022-02-01,3711,Taiwan,48573947000,1,2022,
2022-03-01,3711,Taiwan,43830549000,2,2022,
2022-04-01,3711,Taiwan,51986331000,3,2022,
2022-05-01,3711,Taiwan,48642595000,4,2022,
2022-06-01,3711,Taiwan,53798666000,5,2022,
2022-07-01,3711,Taiwan,57997759000,6,2022,
2022-08-01,3711,Taiwan,58167105000,7,2022,
2022-09-01,3711,Taiwan,63806883000,8,2022,
2022-10-01,3711,Taiwan,66651569000,9,2022,
2022-11-01,3711,Taiwan,64171459000,10,2022,
2022-12-01,3711,Taiwan,60106891000,11,2022,
2023-01-01,3711,Taiwan,53138889000,12,2022,
2023-02-01,3711,Taiwan,45131358000,1,2023,
2023-03-01,3711,Taiwan,39984571000,2,2023,
2023-04-01,3711,Taiwan,45775144000,3,2023,
2023-05-01,3711,Taiwan,43314938000,4,2023,
2023-06-01,3711,Taiwan,46238791000,5,2023,
2023-07-01,3711,Taiwan,46721623000,6,2023,
2023-08-01,3711,Taiwan,48353336000,7,2023,
2023-09-01,3711,Taiwan,52278801000,8,2023,
2023-10-01,3711,Taiwan,53534708000,9,2023,
2023-11-01,3711,Taiwan,56166613000,10,2023,
2023-12-01,3711,Taiwan,54509085000,11,2023,
2024-01-01,3711,Taiwan,49905503000,12,2023,
2024-02-01,3711,Taiwan,47390354000,1,2024,
2024-03-01,3711,Taiwan,39751076000,2,2024,
2024-04-01,3711,Taiwan,45661425000,3,2024,
2024-05-01,3711,Taiwan,45819887000,4,2024,
2024-06-01,3711,Taiwan,47492772000,5,2024,
2024-07-01,3711,Taiwan,46925404000,6,2024,
2024-08-01,3711,Taiwan,51595954000,7,2024,
2024-09-01,3711,Taiwan,52929761000,8,2024,
2024-10-01,3711,Taiwan,55579391000,9,2024,
2024-11-01,3711,Taiwan,56425583000,10,2024,
2024-12-01,3711,Taiwan,52933333000,11,2024,
2025-01-01,3711,Taiwan,52904645000,12,2024,
2025-02-01,3711,Taiwan,49444261000,1,2025,
2025-03-01,3711,Taiwan,44960788000,2,2025,
2025-04-01,3711,Taiwan,53748213000,3,2025,
2025-05-01,3711,Taiwan,52210767000,4,2025,
2025-06-01,3711,Taiwan,49026935000,5,2025,
2025-07-01,3711,Taiwan,49512621000,6,2025,
2025-08-01,3711,Taiwan,51542033000,7,2025,
2025-09-01,3711,Taiwan,56465628000,8,2025,
2025-10-01,3711,Taiwan,60561227000,9,2025,
2025-11-01,3711,Taiwan,60231106000,10,2025,
2025-12-01,3711,Taiwan,58819584000,11,2025,
